id,job industry,title,company,location,type,description
482,Health Care,Nurse (Radiology Unit),MeQrez Health services,Addis Ababa,Office,"MeQrez Health Services is a share company established in October 2020, dedicated to strengthening Ethiopia's healthcare sector. Our primary mission is to establish organizations within the health industry to alleviate the nation's healthcare challenges through initiatives such as general hospitals, a chain of pharmacies, imaging and diagnostic centers, and the import and export of pharmaceuticals and medical supplies. In our initial phase, MeQrez has committed to enhancing the well-being of our clients by delive..."
483,Sales and Marketing,Marketing and Sales Administrator,Serategna Nib trading PLC,Addis Ababa,Office,"Job Title: Marketing and Sales AdministratorCompany: Serategna Nib Trading PLCLocation: Addis Ababa, Ethiopia (This role is primarily field based)Deadline:June 30, 2025Career Level:Junior LevelEmployment Type:Full timeNumber of people required:10About the JobJob DescriptionSales &amp; Business Development: Identify and secure new clients (Domestic workers, families, professionals, elderly, singles…etc.) by presenting the company.Marketing &amp; Promotion: Represent the company in the field, participate in commun..."
484,"IT, Computer Science an...",Cyber Security Division Manager,eTech S.C,Addis Ababa,Office,"Job Summary:The Cyber Security Division Manager plays a critical role in driving cybersecurity solution sales by bridging the gap between technical capabilities and customer needs. This role involves working closely with sales teams, clients, and technical teams to design, present, and demonstrate cybersecurity solutions that address client challenges and align with business goals.Key Responsibilities:Technical LeadershipOversee the design, implementation, and maintenance of cybersecurity architecture and contro..."
486,"Communications, Media a...",Marketing Manager,Marriott Executive Apartments,Addis Ababa,Office,"JOB SUMMARYThe Marketing and Communications Manager is part of an important team that creates and executes property-level communications to our customers. Under the leadership of the Director of Marketing and Communication, this role promotes on-brand messaging to customers through traditional, digital, and social media channels all with the goal of enhancing the image of the hotel. This role helps build direct marketing plans, targeted campaigns, and activated channels to the end of driving consumer awareness a..."
488,Business and Administra...,Business Development Manager,BlueSpark Business Technology Solution Plc.,Addis Ababa,Office,"Job Title:Business Development ManagerLocation: Addis AbabaCompany: Blue spark BusinessEmployment Type: Full-TimeReports To: Managing Director / General ManagerAbout Blue Spark Business TechnologyBlue Spark Business Technology Solution Plc, is a leading provider of comprehensive technology, telecom, and financial solutions in Ethiopia. With a focus on cutting-edge products and services, Blue Spark operates across various sectors, offering hardware distribution, telecom services distribution, networking solutions..."
496,Business and Administra...,National Sales Manager,BlueSpark Business Technology Solution Plc.,Addis Ababa,Office,"Job Title: National Sales ManagerLocation: Addis AbabaCompany: Blue spark BusinessEmployment Type: Full-TimeReports To: Managing Director / General ManagerJob Summary:We are seeking a dynamic and results-driven National Sales Manager to lead and expand our telecom distribution network across the country. The successful candidate will be responsible for developing strategic sales plans, managing regional sales teams, driving revenue growth, and strengthening channel partnerships.Key Responsibilities:Develop and e..."
497,"Admin, Secretarial, and...",Executive Secretary & Office Coordinator,YAFCO TRADING PLC,Addis Ababa,Office,"YAFCO Trading PLC is seeking a dynamic and experienced Chief Accountant for its four divisions and Accountant to the Cafeteria (Cafe) operation.Chief Accountant to oversee and coordinate financial activities across its four divisions:Technology Products Import &amp; Distribution 2.Green Coffee Export 3.Roasted &amp; Ground Coffee for Retail and Export 4.Cafeteria OperationsJob Summary:The Executive Secretary provides high-level administrative support to senior executives by handling information requests, perform..."
499,Engineering,Maintenance & Quality Engineer,Ethiopian Steel PLC,Addis Ababa,Office,"Job Vacancy Announcement📢 Job Vacancy Announcement: Maintenance &amp; Quality EngineerWe are looking for a skilled and experienced Maintenance and Quality Engineer to join our team.Specific duties and responsibilitiesDesign maintenance strategies, procedures and methodsCarry out routine maintenance work and respond to equipment faultsDiagnose breakdown problemsFit new parts and make sure equipment is working correctlyCarry out quality inspections on jobsDaily, weekly, period, time sheet, tasks done and error re..."
577,Management,Human Resource Manager,Sintec Ethiopia PLC,Addis Ababa,Office,"Job title:Human Resource ManagerLocation:Jackros, Gurd Shola, Addis AbabaTerms:Permanent. Full time.Salary/rate:As per the company scaleReports to:Administration Director  About us:At SINTEC ETHIOPIA PLC, we champion leadership, excellence, and quality. As a premier technology supplier, our vision is to set global standards and drive industrialization, technology transfer, and knowledge distribution, aligning with our nation's resources. Through our commitment to innovation, we aim to make a significant impact l..."
578,Sales and Marketing,Marketing & Business Development Officer,Segon-Marill International Movers PLC,Addis Ababa,Office,"Job DescriptionContributes in the implementation of marketing strategiesSupports the department manager in overseeing the department’s operationsConducts market research to identify opportunities for promotion and growthResearches and analyses market trends, competitor offerings and other information that affects marketing strategiesAttends marketing activities or events to raise brand awarenessSees assigned projects through to completion and evaluate their successPropose areas for improvement in product offerin..."
